Transcript,valence,arousal,dominance,emotion,original_emotion,Audio_Uttrance_Path
"If you could just give me that, then I will leave you alone. And just- if i could also- What?",2.5,3.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M005.wav
"Okay, sir.  I'd be happy to help you.",2.5,2.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F003.wav
"Sir, can- can you tell me which branch you went to.  We can start there.",3.0,2.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F004.wav
"Yeah, Beverley Hills.",2.5,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M006.wav
"Okay.  Um, and what was the complaint?",3.5,2.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F005.wav
The food was prepared incorrectly.,2.5,3.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M007.wav
I asked for no tomatoes.,2.5,3.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M008.wav
"Can you be a little more specific, sir?",3.5,2.5,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F006.wav
"I asked for no tomatoes on six tacos.  I got tomatoes and onions on all of them,",2.5,2.5,3.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M009.wav
"Um, hairs were found in three out of the six.",2.5,2.5,3.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M010.wav
"Did you try to take them back and get your order fixed, sir?",3.5,2.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F007.wav
"Yeah.  I did and they're like you've got to take it up with corporate, and I'm like well fine.  I'll have your ass by the end of the day and so now I'm trying to do that.",2.5,3.0,3.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M011.wav
"Well I'm very sorry, sir.  They should have dealt with it at that particular branch.  I apologize for that, uh, but we can help you.  That's no worries.  We can take care of that.  So how much did you need to be refunded?",4.0,2.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F008.wav
"It was a hundred a sixty dollars.  I'm sorry, uh, sixteen dollars.",2.5,2.5,2.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M012.wav
"Okay.  Um, I'm going to go ahead and transfer you over to another department.  They'll need your address.",4.0,3.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F009.wav
"Look, I don't want to be transferred over to another- All I want to do is just give you my name and address so you can send me a check.",2.0,4.0,4.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M013.wav
"Okay.  You understand that's all I want. Just don't give me a problem with this.  Okay, please because I'm very sensitive right now",2.0,4.5,4.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M014.wav
"and if I get sent to another operator, I'll have to tell them the same damn story again.  I don't- I think I'm just going to lose my mind.  So if you could please just not do that, that would be great.  Thank you.",2.0,4.5,3.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M015.wav
"I understand, sir.  I will explain to them what the situa-",3.0,3.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F010.wav
You don't understand because you've never gone to Del Taco and gotten the service that I've gotten.  You don't understand.,2.0,4.5,4.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M016.wav
You're right sir.  It is your particular situation but I will call the other operator.  I will explain to them what's going on. You won't have to tell your story again.,3.0,3.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F011.wav
You're not going to call the other operator. You're not going to call the the other operator.,2.0,3.5,4.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M017.wav
You're going to fill out a form on your desk,2.5,3.5,4.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M018.wav
because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.,2.5,4.0,4.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M019.wav
"Okay, sir.  They- they have to-",3.0,2.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F012.wav
Sir.,3.5,2.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F013.wav
"Sir, they have to take down your address at the other station.  I will transfer.  I will explain everything to them.  It will all be fine.  I promise.",3.5,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F014.wav
What's your name?,2.0,2.0,3.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M020.wav
Cindy?,3.0,3.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F015.wav
Cinnee?,2.5,2.5,3.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M021.wav
Cindy.,4.0,3.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F016.wav
Cindy?  Cindy what?,2.0,3.0,4.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M022.wav
"Sir, I don't think my name is really relevant-",3.5,3.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F017.wav
"Cindy, look.  If you don't get your ass a piece of paper that has a check",1.5,4.0,4.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M023.wav
"attached to it and you don't send it to me, I'm going to get very upset.",2.0,4.0,4.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M024.wav
"Alright, sir. Sir.  I'm going to transfer you to the address.",3.0,3.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F018.wav
"Alright.  You know what, sir.  The customer is always right.",3.5,2.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F019.wav
"You know what.  I- You know what? You know what? No, it's fine. it's fine it's fine You know what?",2.0,2.5,3.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M025.wav
I will go ahead and I will take- I will take,3.5,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F020.wav
"Hey, Cindy. Cindy, look I know this is not your fault.  Do whatever you want.",2.5,2.0,3.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M026.wav
Send me to whatever operator. I just- You know what?  I'm just done.  I'm just done.  I've lost all hope.,2.0,2.5,3.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M027.wav
"Sir, customer satisfaction is our first goal.  I will go ahead and take your number and your address down myself.",3.5,3.0,3.0,Happy,Other amused,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F021.wav
"of getting my sixteen dollars back. It fine, no honestly.",2.5,3.0,3.0,Sad,Other despair,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M028.wav
"No, Cindy just don't even-look don't even.  Cuz I- look Cindy I know you don't care about me, okay.  I know that I'm just like another person who calls-",2.0,3.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M029.wav
Wait. But I-,3.5,3.5,2.5,Happy,Other amused,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F022.wav
But I'm giving you what you want.,4.0,3.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F023.wav
No it doesn't matter.  It's fine.  It's fine.  Just send me to the next operator.  That's fine.,2.5,3.0,3.0,Sad,Other despair,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M030.wav
"Okay.  If that's what you want, you want to go to the next person?",4.0,2.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F024.wav
Yes.,2.5,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_M031.wav
Okay.  Great.,4.0,3.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro08/Ses04F_impro08_F025.wav
"As a matter of fact, the real cause of that row was Peter Burden.",3.0,2.5,2.5,Neutral,Neutral state,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M000.wav
"Honey, you knew there was nothing in that.",3.5,3.5,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F000.wav
I knew nothing of the sort.  You took presents from him.,2.5,3.5,2.5,Neutral,Neutral state,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M001.wav
Presents?  Just a trivial little broach.,2.5,3.5,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F001.wav
"Ah, yes, I remember it well.  Bristling with diamonds in the worst possible taste.",2.5,2.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M002.wav
"No, it wasn't.  It was very pretty.  I still have it and I wear it often.",3.0,3.0,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F002.wav
You went out of your way to torture me over Peter Burden.,2.5,3.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M003.wav
"No, I didn't.  You worked the whole thing up in your jealous imagination.",3.0,2.5,3.0,Happy,Other amused,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F003.wav
"You must admit, he was in love with you, wasn't he?",2.5,3.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M004.wav
"Just a little perhaps, nothing serious.",4.0,2.5,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F004.wav
You let him kiss you.  You said you did.,2.5,3.0,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M005.wav
"Well, what of it?",2.5,3.0,2.5,Happy,Other amused,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F005.wav
What of it?,2.0,4.5,3.0,Angry,Other indignation,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M006.wav
It didn't hurt him at all and I enjoyed it.,4.0,2.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F006.wav
"Well, what about me?",2.0,4.0,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M007.wav
"Well, if you hadn't been so suspicious and nosey, you never would have known a thing about it.",2.5,3.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F007.wav
"Well, that's a nice point of view I must say.",2.5,2.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M008.wav
I'm bored with this conversation.,2.5,2.5,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F008.wav
"Me, too.  Bored stiff.  You want some brandy?",3.0,2.5,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M009.wav
"No, thanks.",2.5,2.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F009.wav
I think I'll have some.,3.5,2.5,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M010.wav
Don't see why you want any.  You've already had two glasses.,2.5,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F010.wav
No particular reason.  Anyhow they were very small ones.,3.0,2.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M011.wav
Just seems so silly to go on and on and on with such a thing.,2.5,3.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F011.wav
You can hardly call three liquor glasses in a whole evening going on and on and on.,2.5,2.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M012.wav
"Well, it's become a habit with you.",2.5,3.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F012.wav
"You needn't be so grand, just because you don't happen to want any yourself at the moment.",2.5,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M013.wav
Don't be so stupid.,2.0,3.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F013.wav
"Really, Amanda.",2.5,2.5,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M014.wav
What?,2.0,4.0,3.0,Angry,Other annoyed,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F014.wav
Nothing.,2.5,1.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M015.wav
Going out somewhere dear?,2.5,3.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M016.wav
"No, just making myself fascinating for you.",2.5,2.0,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F015.wav
That reply has broken my heart.,2.5,2.0,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M017.wav
"A woman's job is to allure the man.  Watch me a minute, will you?",2.5,2.5,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F016.wav
"As a matter of fact, that's perfectly true.",2.5,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M018.wav
"No, it isn't.",2.5,3.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F017.wav
"Yes, it is.",2.5,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M019.wav
"Oh, be quiet.",2.5,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F018.wav
"Ah, it's a pity you didn't have any more brandy.  It might have made you a little less disagreeable.",2.5,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M020.wav
Doesn't seem to have worked such wonders with you.,2.5,2.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F019.wav
"Snap, snap, snap, like a little adder.",2.0,3.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M021.wav
"Adders don't snap, they sting.",2.5,3.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F020.wav
Nonsense.  They have a little bag of venom behind their fangs and they snap.,2.5,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M022.wav
They sting.,2.5,2.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F021.wav
They snap.,2.5,4.0,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_M023.wav
"I don't care, do you understand?  I don't care.  I don't care if they bark or roll about like hoops.",2.0,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session2/Audio_Uttrances/Ses02F_script03_2/Ses02F_script03_2_F022.wav
